141.0,34.0,19.0,104.0
140.0,34.0,18.0,103.0
140.0,35.0,18.0,103.0
140.0,35.0,18.0,102.0
140.0,36.0,18.0,102.0
140.0,36.0,18.0,102.0
140.0,37.0,18.0,101.0
139.0,38.0,18.0,101.0
139.0,38.0,18.0,101.0
139.0,39.0,18.0,100.0
139.0,39.0,18.0,100.0
139.0,40.0,18.0,100.0
139.0,40.0,18.0,99.0
138.0,41.0,18.0,99.0
138.0,42.0,18.0,99.0
138.0,42.0,18.0,98.0
138.0,43.0,18.0,98.0
138.0,43.0,18.0,97.0
138.0,44.0,18.0,97.0
137.0,45.0,18.0,97.0
137.0,45.0,18.0,96.0
137.0,46.0,18.0,96.0
137.0,46.0,18.0,96.0
137.0,47.0,18.0,95.0
137.0,47.0,18.0,95.0
136.0,48.0,18.0,95.0
136.0,49.0,18.0,94.0
136.0,49.0,18.0,94.0
136.0,50.0,18.0,94.0
136.0,50.0,18.0,93.0
136.0,51.0,18.0,93.0
136.0,52.0,18.0,93.0
135.0,53.0,19.0,91.0
134.0,54.0,20.0,90.0
134.0,56.0,21.0,88.0
133.0,57.0,22.0,87.0
132.0,59.0,23.0,85.0
132.0,60.0,24.0,84.0
131.0,62.0,25.0,82.0
130.0,63.0,26.0,81.0
130.0,65.0,27.0,79.0
129.0,66.0,28.0,78.0
129.0,68.0,29.0,77.0
128.0,68.0,29.0,76.0
128.0,69.0,29.0,76.0
128.0,70.0,29.0,75.0
128.0,71.0,29.0,75.0
128.0,72.0,29.0,75.0
128.0,72.0,30.0,74.0
128.0,73.0,30.0,74.0
128.0,74.0,30.0,74.0
128.0,75.0,30.0,73.0
128.0,76.0,30.0,73.0
128.0,77.0,31.0,73.0
128.0,76.0,30.0,74.0
129.0,76.0,29.0,75.0
129.0,76.0,29.0,77.0
130.0,79.0,28.0,78.0
130.0,79.0,27.0,79.0
130.0,78.0,27.0,81.0
131.0,78.0,26.0,82.0
133.0,79.0,25.0,83.0
132.0,75.0,25.0,85.0
133.0,75.0,24.0,86.0
133.0,75.0,23.0,87.0
134.0,75.0,23.0,89.0
134.0,73.0,24.0,89.0
134.0,71.0,25.0,90.0
134.0,70.0,26.0,91.0
134.0,68.0,27.0,92.0
134.0,66.0,28.0,93.0
134.0,65.0,29.0,94.0
134.0,63.0,30.0,95.0
135.0,62.0,31.0,96.0
134.0,62.0,33.0,91.0
134.0,62.0,35.0,87.0
134.0,62.0,37.0,83.0
134.0,63.0,39.0,79.0
134.0,63.0,41.0,75.0
133.0,63.0,43.0,70.0
133.0,64.0,45.0,66.0
133.0,64.0,47.0,62.0
133.0,64.0,49.0,58.0
133.0,65.0,51.0,54.0
132.0,63.0,50.0,53.0
131.0,61.0,50.0,52.0
131.0,60.0,50.0,52.0
130.0,58.0,50.0,51.0
129.0,56.0,50.0,50.0
129.0,55.0,50.0,50.0
127.0,55.0,50.0,49.0
126.0,55.0,50.0,48.0
125.0,56.0,51.0,47.0
123.0,56.0,51.0,46.0
122.0,57.0,52.0,45.0
121.0,57.0,52.0,44.0
120.0,58.0,53.0,44.0
120.0,54.0,52.0,44.0
121.0,51.0,52.0,45.0
121.0,48.0,52.0,46.0
122.0,44.0,52.0,46.0
122.0,41.0,52.0,47.0
123.0,38.0,52.0,48.0
125.0,38.0,50.0,48.0
127.0,39.0,48.0,48.0
129.0,39.0,46.0,48.0
131.0,40.0,45.0,49.0
133.0,40.0,43.0,49.0
135.0,41.0,41.0,49.0
137.0,42.0,40.0,50.0
135.0,43.0,43.0,46.0
134.0,45.0,47.0,43.0
133.0,46.0,50.0,39.0
132.0,48.0,54.0,36.0
131.0,49.0,57.0,32.0
130.0,51.0,61.0,29.0
130.0,50.0,57.0,32.0
131.0,49.0,53.0,35.0
132.0,49.0,50.0,38.0
133.0,48.0,46.0,41.0
134.0,47.0,42.0,44.0
135.0,47.0,39.0,47.0
136.0,46.0,35.0,50.0
137.0,45.0,31.0,53.0
138.0,45.0,28.0,57.0
135.0,46.0,31.0,53.0
133.0,47.0,34.0,50.0
130.0,48.0,37.0,46.0
128.0,49.0,40.0,43.0
125.0,50.0,43.0,40.0
123.0,51.0,46.0,36.0
120.0,52.0,49.0,33.0
118.0,54.0,53.0,30.0
119.0,51.0,50.0,33.0
120.0,48.0,48.0,36.0
122.0,46.0,46.0,39.0
123.0,43.0,44.0,42.0
125.0,40.0,41.0,45.0
126.0,38.0,39.0,48.0
128.0,35.0,37.0,51.0
129.0,32.0,35.0,54.0
131.0,30.0,33.0,58.0
130.0,33.0,36.0,54.0
130.0,36.0,39.0,50.0
130.0,39.0,42.0,47.0
129.0,42.0,45.0,43.0
129.0,45.0,48.0,39.0
129.0,48.0,51.0,36.0
128.0,51.0,54.0,32.0
128.0,54.0,57.0,28.0
128.0,58.0,61.0,25.0
129.0,57.0,56.0,28.0
131.0,57.0,52.0,32.0
132.0,57.0,48.0,36.0
134.0,57.0,44.0,40.0
135.0,57.0,40.0,44.0
137.0,57.0,36.0,48.0
138.0,57.0,32.0,52.0
140.0,57.0,28.0,56.0
136.0,59.0,32.0,52.0
133.0,62.0,36.0,48.0
130.0,64.0,40.0,44.0
127.0,67.0,44.0,41.0
123.0,69.0,48.0,37.0
120.0,72.0,52.0,33.0
117.0,74.0,56.0,29.0
114.0,77.0,60.0,26.0
116.0,74.0,56.0,29.0
119.0,72.0,52.0,33.0
121.0,70.0,48.0,37.0
124.0,68.0,44.0,41.0
126.0,65.0,40.0,45.0
129.0,63.0,36.0,49.0
131.0,61.0,32.0,53.0
134.0,59.0,29.0,57.0
133.0,61.0,33.0,53.0
132.0,64.0,37.0,50.0
131.0,67.0,41.0,47.0
130.0,70.0,45.0,44.0
129.0,73.0,49.0,41.0
128.0,76.0,53.0,38.0
127.0,79.0,57.0,35.0
126.0,82.0,61.0,32.0
126.0,82.0,59.0,35.0
126.0,82.0,58.0,39.0
126.0,82.0,56.0,43.0
127.0,82.0,55.0,47.0
127.0,82.0,53.0,50.0
127.0,82.0,52.0,54.0
127.0,82.0,50.0,58.0
128.0,82.0,49.0,62.0
123.0,83.0,53.0,59.0
119.0,84.0,58.0,56.0
115.0,85.0,62.0,53.0
111.0,86.0,67.0,50.0
107.0,87.0,72.0,47.0
103.0,88.0,76.0,44.0
99.0,89.0,81.0,41.0
95.0,91.0,86.0,39.0
95.0,88.0,85.0,43.0
95.0,85.0,84.0,48.0
95.0,83.0,84.0,52.0
96.0,80.0,83.0,57.0
96.0,77.0,82.0,61.0
96.0,75.0,82.0,66.0
96.0,72.0,81.0,70.0
97.0,70.0,81.0,75.0
99.0,68.0,77.0,76.0
101.0,66.0,74.0,78.0
103.0,65.0,71.0,80.0
105.0,63.0,68.0,82.0
108.0,61.0,64.0,83.0
110.0,60.0,61.0,85.0
112.0,58.0,58.0,87.0
114.0,56.0,55.0,89.0
117.0,55.0,52.0,91.0
120.0,56.0,48.0,88.0
123.0,57.0,44.0,86.0
126.0,58.0,40.0,84.0
129.0,59.0,37.0,82.0
132.0,60.0,33.0,79.0
135.0,61.0,29.0,77.0
138.0,62.0,25.0,75.0
141.0,64.0,22.0,73.0
140.0,65.0,23.0,71.0
139.0,67.0,25.0,69.0
139.0,69.0,26.0,67.0
138.0,70.0,28.0,66.0
138.0,72.0,29.0,64.0
137.0,74.0,31.0,62.0
137.0,76.0,33.0,61.0
