150.0,56.0,82.0,96.0
148.0,56.0,81.0,95.0
146.0,56.0,80.0,94.0
144.0,56.0,79.0,94.0
143.0,56.0,78.0,93.0
141.0,56.0,77.0,93.0
139.0,56.0,76.0,92.0
138.0,56.0,76.0,92.0
136.0,55.0,76.0,92.0
134.0,55.0,77.0,93.0
132.0,54.0,77.0,94.0
123.0,55.0,78.0,94.0
122.0,57.0,78.0,95.0
113.0,55.0,79.0,96.0
106.0,55.0,80.0,96.0
107.0,54.0,80.0,97.0
105.0,52.0,81.0,98.0
111.0,58.0,81.0,98.0
115.0,55.0,82.0,99.0
113.0,60.0,83.0,100.0
114.0,61.0,83.0,99.0
115.0,60.0,83.0,99.0
117.0,63.0,83.0,99.0
119.0,60.0,83.0,99.0
120.0,60.0,83.0,99.0
119.0,58.0,83.0,99.0
123.0,59.0,83.0,99.0
124.0,53.0,83.0,99.0
128.0,54.0,83.0,99.0
130.0,51.0,83.0,99.0
131.0,50.0,83.0,99.0
134.0,46.0,83.0,99.0
136.0,46.0,83.0,99.0
138.0,46.0,83.0,99.0
140.0,45.0,83.0,99.0
142.0,45.0,83.0,99.0
144.0,45.0,83.0,99.0
141.0,45.0,83.0,99.0
138.0,45.0,84.0,99.0
135.0,45.0,85.0,99.0
132.0,45.0,85.0,99.0
129.0,45.0,86.0,99.0
126.0,45.0,87.0,99.0
119.0,51.0,88.0,99.0
116.0,52.0,88.0,99.0
114.0,53.0,89.0,99.0
110.0,51.0,90.0,99.0
109.0,50.0,90.0,99.0
103.0,52.0,91.0,99.0
105.0,45.0,92.0,99.0
103.0,46.0,93.0,99.0
106.0,47.0,91.0,99.0
109.0,48.0,89.0,99.0
112.0,50.0,87.0,99.0
116.0,51.0,86.0,100.0
119.0,53.0,84.0,100.0
122.0,54.0,82.0,100.0
131.0,57.0,81.0,101.0
136.0,62.0,80.0,100.0
140.0,61.0,80.0,100.0
143.0,58.0,80.0,100.0
143.0,57.0,80.0,100.0
153.0,55.0,80.0,99.0
148.0,53.0,80.0,99.0
156.0,52.0,80.0,99.0
149.0,55.0,80.0,99.0
146.0,58.0,79.0,98.0
143.0,58.0,79.0,97.0
141.0,58.0,79.0,97.0
139.0,58.0,79.0,97.0
137.0,58.0,79.0,97.0
135.0,53.0,79.0,97.0
136.0,53.0,79.0,97.0
137.0,53.0,79.0,97.0
138.0,53.0,79.0,97.0
137.0,54.0,79.0,96.0
136.0,55.0,79.0,96.0
135.0,57.0,79.0,96.0
135.0,58.0,79.0,95.0
134.0,59.0,79.0,95.0
133.0,61.0,79.0,95.0
130.0,57.0,79.0,95.0
128.0,55.0,79.0,94.0
125.0,58.0,79.0,94.0
126.0,57.0,79.0,94.0
126.0,59.0,79.0,94.0
129.0,69.0,79.0,93.0
128.0,70.0,79.0,93.0
127.0,71.0,79.0,93.0
128.0,71.0,80.0,93.0
133.0,75.0,79.0,92.0
131.0,76.0,79.0,92.0
137.0,64.0,79.0,92.0
141.0,63.0,79.0,92.0
143.0,57.0,79.0,92.0
150.0,56.0,79.0,91.0
152.0,61.0,79.0,91.0
151.0,63.0,79.0,91.0
153.0,63.0,78.0,91.0
155.0,61.0,78.0,91.0
157.0,63.0,78.0,90.0
156.0,59.0,78.0,90.0
152.0,56.0,78.0,90.0
151.0,58.0,78.0,90.0
151.0,56.0,78.0,90.0
153.0,54.0,78.0,90.0
151.0,58.0,78.0,90.0
140.0,57.0,79.0,90.0
141.0,58.0,79.0,91.0
132.0,58.0,80.0,91.0
134.0,61.0,80.0,91.0
128.0,60.0,81.0,92.0
125.0,60.0,81.0,92.0
124.0,57.0,82.0,92.0
121.0,57.0,83.0,93.0
126.0,58.0,83.0,93.0
126.0,58.0,84.0,93.0
124.0,56.0,84.0,94.0
124.0,60.0,85.0,94.0
128.0,61.0,85.0,94.0
128.0,58.0,86.0,95.0
128.0,60.0,86.0,95.0
127.0,57.0,87.0,95.0
130.0,56.0,88.0,96.0
130.0,55.0,87.0,96.0
130.0,54.0,87.0,96.0
130.0,54.0,87.0,96.0
142.0,55.0,86.0,96.0
148.0,55.0,86.0,96.0
148.0,53.0,86.0,96.0
151.0,57.0,86.0,96.0
154.0,56.0,85.0,96.0
150.0,58.0,85.0,96.0
152.0,53.0,85.0,96.0
145.0,54.0,85.0,97.0
143.0,50.0,84.0,97.0
146.0,49.0,84.0,97.0
142.0,47.0,84.0,97.0
141.0,50.0,83.0,97.0
141.0,45.0,83.0,97.0
140.0,48.0,83.0,97.0
134.0,45.0,83.0,97.0
137.0,50.0,82.0,97.0
134.0,49.0,82.0,97.0
133.0,48.0,82.0,97.0
131.0,47.0,82.0,98.0
129.0,43.0,82.0,98.0
126.0,40.0,83.0,99.0
123.0,36.0,83.0,100.0
123.0,34.0,84.0,101.0
128.0,30.0,84.0,102.0
123.0,31.0,85.0,103.0
124.0,30.0,85.0,103.0
126.0,30.0,86.0,104.0
130.0,34.0,86.0,105.0
135.0,38.0,87.0,106.0
135.0,40.0,87.0,107.0
135.0,36.0,88.0,108.0
135.0,39.0,88.0,108.0
135.0,38.0,89.0,109.0
134.0,31.0,89.0,110.0
139.0,27.0,90.0,111.0
138.0,30.0,90.0,112.0
138.0,26.0,91.0,113.0
136.0,27.0,90.0,112.0
137.0,26.0,89.0,111.0
141.0,30.0,88.0,110.0
137.0,39.0,88.0,109.0
137.0,35.0,87.0,108.0
137.0,42.0,86.0,107.0
137.0,39.0,86.0,106.0
136.0,38.0,85.0,106.0
137.0,32.0,84.0,105.0
137.0,32.0,84.0,104.0
137.0,32.0,83.0,103.0
139.0,31.0,82.0,102.0
135.0,30.0,81.0,101.0
133.0,30.0,81.0,100.0
139.0,35.0,80.0,99.0
143.0,36.0,79.0,99.0
141.0,38.0,79.0,98.0
144.0,40.0,78.0,97.0
141.0,45.0,77.0,96.0
131.0,44.0,77.0,95.0
125.0,47.0,76.0,94.0
121.0,46.0,75.0,93.0
119.0,44.0,75.0,93.0
119.0,44.0,74.0,93.0
119.0,42.0,74.0,93.0
117.0,42.0,74.0,94.0
111.0,42.0,74.0,94.0
113.0,42.0,74.0,95.0
112.0,43.0,74.0,95.0
113.0,39.0,74.0,96.0
117.0,39.0,74.0,96.0
124.0,38.0,74.0,97.0
125.0,33.0,74.0,97.0
125.0,32.0,74.0,98.0
124.0,22.0,74.0,98.0
131.0,29.0,74.0,99.0
138.0,35.0,74.0,99.0
139.0,39.0,74.0,99.0
141.0,34.0,74.0,100.0
147.0,37.0,74.0,100.0
149.0,35.0,74.0,101.0
151.0,35.0,74.0,101.0
153.0,36.0,74.0,102.0
151.0,38.0,74.0,102.0
157.0,35.0,74.0,103.0
